,Phrase,Count,PMI
6373,"('benefits', 'and')",94,1.7393085110613633
3817,"('to', 'grow')",94,3.2645758420768374
2412,"('in', 'three')",93,4.33857987654417
2961,"('use', 'their')",93,3.8869190415094366
282,"('do', 'n')",93,8.508757515186876
1003,"('faced', 'with')",93,6.14131162498758
7201,"('time', 'in')",93,1.0703277614393585
4825,"('possible', 'to')",93,2.6641833007860747
1176,"('career', 'at')",93,5.834847918927171
436,"('positive', 'outlook')",92,7.833460516693538
6907,"('of', 'learning')",92,1.3126382344342176
3595,"('it', 'difficult')",92,3.417279276848589
131,"('social', 'media')",92,9.689714504439731
2612,"('out', 'on')",92,4.1647178577244865
5497,"('a', 'world')",92,2.267153619306711
6191,"('some', 'of')",91,1.8651195457357872
1835,"('engage', 'in')",91,4.94325239095026
4855,"('necessary', 'to')",91,2.6450974596551795
2385,"('s', 'own')",91,4.363080336582449
2146,"('or', 'even')",91,4.589185929236237
4173,"('and', 'mental')",91,3.050814784134751
455,"('make', 'sure')",91,7.7658530942772614
5800,"('taking', 'a')",91,2.0984113709360237
6204,"('of', 'all')",91,1.8560838478851487
497,"('i', 'm')",91,7.632059551520854
1528,"('has', 'become')",91,5.30248975737042
2432,"('an', 'example')",91,4.317748412631236
5501,"('school', 'students')",90,2.265829789634722
1190,"('be', 'taken')",90,5.807734712128628
1086,"('was', 'able')",90,5.999794372575455
3172,"('learning', 'from')",90,3.7385049127368326
3402,"('development', 'of')",90,3.5537780703676276
4474,"('available', 'to')",90,2.8799119918415137
3440,"('a', 'unique')",90,3.5227926227565938
5439,"('between', 'the')",90,2.300972046079483
1000,"('learning', 'environment')",90,6.144447508005673
2968,"('power', 'of')",90,3.8843487801355963
7776,"('of', 'school')",90,0.4209822807086354
3277,"('also', 'important')",90,3.655554788712845
6092,"('with', 'more')",90,1.9279487262066226
8181,"('of', 'students')",90,-0.3655327223753879
2715,"('a', 'number')",90,4.084219609016959
2156,"('their', 'future')",89,4.579168384604412
6110,"('and', 'understanding')",89,1.9175135951392868
996,"('potential', 'benefits')",89,6.157304966013346
6369,"('learn', 'and')",89,1.7425631590111514
4874,"('also', 'have')",89,2.633363804380359
6109,"('in', 'your')",89,1.9185207235164512
7655,"('the', 'positive')",89,0.5744492594334716
961,"('firstly', ',')",89,6.241831103969865
5603,"('resources', 'and')",89,2.212861090923333
1866,"('source', 'of')",89,4.899525245261859
5424,"('can', 'take')",89,2.308891085655244
7878,"('the', 'people')",88,0.2540022598179519
1860,"('can', 'cause')",88,4.90456472568502
1055,"('we', 'must')",88,6.047829611934773
1444,"('strive', 'for')",88,5.4102607368247035
4458,"('to', 'change')",87,2.885826416105086
2625,"('cons', 'of')",87,4.152730864421294
2863,"('allows', 'for')",87,3.9649293152322613
4010,"('face', 'of')",87,3.1450364726312934
3770,"('the', 'material')",87,3.298285462359182
4353,"('gain', 'a')",87,2.9404508221945704
5178,"('in', 'high')",87,2.46032072775645
2005,"('come', 'with')",87,4.726648783575875
5943,"('and', 'personal')",87,2.0091710309461064
2663,"('quality', 'of')",86,4.120704158941226
7503,"('while', 'the')",86,0.7724117281093612
5149,"('the', 'face')",86,2.475210719124373
5229,"('and', 'negative')",86,2.429356151531497
842,"('one', 'another')",86,6.49772383107867
1959,"('give', 'students')",86,4.7998736375251845
5296,"('that', 'there')",86,2.3841539408979138
809,"('interact', 'with')",86,6.596102077870967
2749,"('a', 'chance')",86,4.054080103393673
2234,"('attributed', 'to')",85,4.4942263357000485
4376,"('despite', 'the')",85,2.9307767108837446
6032,"('and', 'create')",85,1.9601054718637556
2457,"('could', 'also')",85,4.293924473800118
5643,"('have', 'more')",85,2.1883160229590466
2342,"('their', 'academic')",85,4.396180970923446
3224,"('students', 'should')",85,3.6971390823069505
3992,"('a', 'certain')",85,3.1529825993874
8519,"('and', 'is')",85,-1.909621689612802
2999,"('idea', 'of')",85,3.8651728646776
5644,"('experiences', 'and')",85,2.188080586736369
5709,"('in', 'some')",85,2.1549451295951023
6909,"('the', 'day')",85,1.3090221787929543
2000,"('many', 'people')",85,4.73387470441612
7070,"('both', 'the')",84,1.1788686156232941
4836,"('that', 'could')",84,2.6572679218087423
8060,"('or', 'a')",84,-0.07070381008598758
7160,"('school', 'can')",84,1.1098107279323735
5942,"('have', 'an')",84,2.0105994862752787
6475,"('and', 'self')",84,1.663377931101536
5677,"('and', 'family')",84,2.1740221111328566
4511,"('stress', 'and')",84,2.8508872449155014
2064,"('when', 'making')",84,4.660446545110563
3842,"('easier', 'to')",84,3.2502378423139646
5035,"('most', 'of')",84,2.537863581004256
8192,"('in', ',')",84,-0.40104351696555796
1594,"('means', 'that')",84,5.226027197753847
7874,"('to', 'them')",83,0.26636300914934097
6328,"('in', 'which')",83,1.7684681371072273
2058,"('engaging', 'in')",83,4.662398543109354
5681,"('education', 'and')",83,2.1719145543423757
1063,"('older', 'students')",83,6.033625272884482
4000,"('used', 'in')",83,3.1495858281440334
5666,"('the', 'job')",83,2.1776743475265334
6793,"('failure', 'and')",83,1.4137547379070448
7717,"('by', 'a')",83,0.5073377954766407
4625,"('the', 'development')",83,2.7838173930245915
5673,"('hard', 'to')",83,2.1765065825529497
3345,"('has', 'also')",82,3.6082412952915064
2015,"('an', 'essential')",82,4.714062415132442
846,"('being', 'able')",82,6.482995208428498
862,"('better', 'understanding')",82,6.446661283668284
3238,"('effects', 'of')",82,3.6834964955153993
8258,"('to', 'more')",82,-0.5909145709703978
2695,"('can', 'open')",82,4.098817205675832
5586,"('to', 'give')",82,2.2222615898159255
2552,"('other', 'people')",82,4.218255045164906
2907,"('help', 'you')",82,3.9283271579980372
1390,"('advice', 'from')",81,5.491864945153708
5472,"('of', 'what')",81,2.281382269088528
4124,"('risks', 'and')",81,3.0799069938802326
605,"('your', 'body')",81,7.203576044101034
4050,"('that', 'failure')",81,3.1296164302721152
2868,"('true', 'that')",81,3.9629009853056907
3982,"('take', 'on')",81,3.1571348953512306
4499,"('the', 'situation')",81,2.861235777630668
117,"('character', 'traits')",81,9.838386454163
843,"('young', 'people')",81,6.484387967146738
2066,"('have', 'access')",81,4.659871705055494
4828,"('the', 'extra')",81,2.6626140488539356
3360,"('those', 'with')",81,3.595943059403915
5344,"('and', 'support')",81,2.357085582034294
8329,"('or', 'the')",81,-0.7985034537507119
4026,"('interests', 'and')",81,3.13977844985763
2261,"('committing', 'to')",81,4.473048424008368
1797,"('it', 'easier')",81,4.984687012152268
5956,"('time', ',')",81,2.0034327652621577
2220,"('whether', 'it')",80,4.5116501655008285
684,"('give', 'up')",80,6.92849066420062
3694,"('the', 'risk')",80,3.355607302656331
3707,"('to', 'choose')",80,3.3523157104273302
6476,"('is', 'one')",80,1.6632660770829588
1703,"('t', 'have')",80,5.087360945380592
1952,"('while', 'there')",80,4.804403805779867
1685,"('types', 'of')",80,5.102876492381167
99,"('community', 'service')",80,10.06267840841493
3616,"('strive', 'to')",80,3.4067634944497094
1819,"('in', 'recent')",80,4.9556119558446206
7045,"('and', 'experience')",79,1.198449685120515
1598,"('option', 'for')",79,5.215510046675568
3740,"('motivated', 'and')",79,3.328140761760153
5215,"('a', 'decision')",79,2.4379895452157214
5122,"('the', 'traditional')",79,2.4894630493911194
163,"('into', 'account')",79,9.33210299302451
2494,"('examples', 'of')",79,4.265841827745678
44,"('homework', 'club')",79,10.980218921620622
3898,"('the', 'task')",79,3.2068758461359224
5686,"('the', 'advantages')",79,2.1692233046565264
1087,"('positive', 'impact')",78,5.999000734843339
3617,"('are', 'many')",78,3.4048296917449967
3861,"('the', 'chance')",78,3.237885343783237
4701,"('drawbacks', 'to')",78,2.738480906224499
1045,"('an', 'effective')",78,6.064549944513612
5195,"('or', 'not')",78,2.4536191385678663
2291,"('allows', 'students')",78,4.450293617245965
3002,"('consequences', 'of')",78,3.862603947817007
1883,"('will', 'help')",78,4.881576233809312
2172,"('how', 'we')",78,4.561576380594211
929,"('well', 'being')",78,6.3069445565603495
3256,"('to', 'engage')",78,3.66857889299434
7834,"('us', 'the')",78,0.32478754497643436
5579,"('activities', 'can')",77,2.22436964867941
2936,"('to', 'determine')",77,3.9052202700690657
1592,"('learning', 'experience')",77,5.226875415772021
4378,"('part', 'in')",77,2.9287040823811026
114,"('long', 'run')",77,9.847572475074733
3698,"('ultimately', 'it')",77,3.3540115373863415
8164,"('when', 'the')",77,-0.3139341386105343
6277,"('of', 'those')",77,1.802369180447915
2075,"('by', 'taking')",77,4.647564540372489
1686,"('are', 'several')",77,5.102040840685699
6314,"('a', 'different')",76,1.778601703724629
5034,"('the', 'lack')",76,2.5385793742591467
2230,"('can', 'bring')",76,4.498557596328332
3444,"('working', 'with')",76,3.521216185225395
2563,"('classes', 'from')",76,4.2056285574096535
2147,"('involved', 'in')",76,4.589057881646998
6214,"('into', 'a')",76,1.847314453808643
3273,"('form', 'of')",76,3.6591192909594135
5150,"('energy', 'and')",76,2.4751717894738725
3164,"('the', 'past')",76,3.7429378727653315
1945,"('reach', 'their')",76,4.821081404127099
283,"('too', 'much')",76,8.500549439327763
6252,"('individuals', 'to')",76,1.8237492655180745
6866,"('of', 'having')",76,1.354862222399106
4869,"('and', 'friends')",76,2.6358782608868054
2549,"('a', 'major')",76,4.223013805136986
1896,"('even', 'when')",75,4.867842756863322
5423,"('to', 'achieving')",75,2.3096960764895407
889,"('be', 'attributed')",75,6.3856338203272145
6308,"('in', 'activities')",75,1.7862669656260515
3993,"('the', 'consequences')",75,3.152873407090347
7836,"('when', 'a')",75,0.32343023496103385
4617,"('for', 'some')",75,2.7880855259588735
5922,"('a', 'difficult')",75,2.021856421664477
1168,"('its', 'own')",75,5.843718719991038
6271,"('learning', 'can')",75,1.8062590896477317
5090,"('them', 'with')",75,2.504704473763727
7117,"('on', 'students')",75,1.1439242303432202
1741,"('individual', 's')",75,5.047865243448303
713,"('before', 'making')",75,6.857836068186796
2570,"('extending', 'the')",74,4.198278337613658
188,"('graduating', 'early')",74,9.120752510196603
957,"('even', 'if')",74,6.254655797866384
128,"('recent', 'years')",74,9.699577577091125
2250,"('leads', 'to')",74,4.480155310502628
7983,"('people', 'and')",74,0.08306068704453651
2812,"('while', 'also')",74,4.005271178730947
4241,"('grow', 'and')",74,3.009381812601955
140,"('reasons', 'why')",74,9.599892795479422
6196,"('a', 'high')",74,1.860786521026661
1474,"('their', 'children')",74,5.371782008320533
4212,"('when', 'they')",74,3.0270830566694826
1471,"('make', 'decisions')",74,5.376363931649319
6825,"('one', 'can')",74,1.3818244345931952
3980,"('which', 'are')",74,3.159547469245357
236,"('stay', 'focused')",74,8.758604411365674
1524,"('effects', 'on')",74,5.307889215078671
5308,"('with', 'people')",74,2.377681435936161
1179,"('many', 'benefits')",73,5.825420665126579
3074,"('to', 'decide')",73,3.816670313978971
4712,"('and', 'drawbacks')",73,2.7328447028160703
1452,"('impressions', 'are')",73,5.402716386344469
3744,"('may', 'also')",73,3.3249123636428912
1015,"('longer', 'school')",73,6.1178669672822465
1971,"('found', 'that')",73,4.784243387945285
3571,"('to', 'see')",73,3.433726444409981
5907,"('as', 'we')",73,2.030817148730563
4974,"('communication', 'and')",73,2.5731880368275846
4679,"('process', 'of')",73,2.7495388611059326
8298,"('to', 'this')",73,-0.6958094329406599
1195,"('same', 'time')",73,5.791833490299176
6054,"('success', 'it')",73,1.9464042435829896
4297,"('and', 'grow')",72,2.969853448415318
4988,"('can', 'use')",72,2.567512524222245
721,"('when', 'faced')",72,6.826227059241592
2680,"('i', 'will')",72,4.107080468353313
2708,"('to', 'connect')",72,4.090129699231859
7184,"('and', 'skills')",72,1.0892841309627599
3557,"('phones', 'in')",72,3.448513903577009
988,"('have', 'shown')",72,6.177063748328827
7092,"('for', 'our')",72,1.1599247169103997
274,"('doing', 'so')",72,8.53216369171615
6385,"('the', 'need')",72,1.7318006659050127
445,"('influenced', 'by')",71,7.79251067361335
3231,"('provide', 'an')",71,3.6906246793155937
7253,"('as', 'students')",71,1.0200552761797823
6455,"('through', 'a')",71,1.680421309785725
7252,"('to', 'those')",71,1.0212779705585397
8422,"('and', 'are')",71,-1.1817018544754063
1565,"('has', 'its')",71,5.259046990757909
4496,"('offer', 'a')",71,2.862560121204094
5938,"('time', 'with')",71,2.0131971986819686
4643,"('to', 'reduce')",71,2.7765928746036366
3321,"('to', 'move')",71,3.623436086542217
7447,"('of', 'us')",71,0.8422794579791528
769,"('yes', ',')",71,6.698253357435522
4562,"('their', 'work')",71,2.819660321271325
6347,"('the', 'impact')",71,1.7561024546669763
1237,"('our', 'character')",70,5.721437849526392
2305,"('might', 'be')",70,4.431949013239755
1358,"('resulting', 'in')",70,5.545375442829599
1522,"('has', 'had')",70,5.30874395961559
3328,"('something', 'that')",70,3.6203911287679382
3683,"('on', 'how')",70,3.362416595127801
4229,"('make', 'an')",70,3.016518710463796
3609,"('try', 'to')",70,3.4090301014216493
868,"('connect', 'with')",70,6.434049920199943
6189,"('in', 'all')",70,1.8658015125517267
7012,"('benefits', 'to')",70,1.224061219754887
7054,"('and', 'become')",70,1.1934690110212038
501,"('physical', 'health')",70,7.614861042411707
7155,"('attitude', 'and')",70,1.1131498465094651
4162,"('or', 'other')",70,3.0570619596757993
5027,"('us', 'with')",70,2.5423257721857055
617,"('open', 'up')",70,7.159985292644318
7216,"('them', 'in')",69,1.0521291112000561
4099,"('within', 'the')",69,3.0973494287628753
3308,"('easy', 'to')",69,3.6350653060814366
3053,"('the', 'concept')",69,3.8294162235162403
4090,"('to', 'go')",69,3.10124165435208
5274,"('classes', 'can')",69,2.3970140834889335
8577,"('in', 'and')",69,-2.7795899150580254
1966,"('with', 'friends')",69,4.791095953113015
2481,"('decided', 'to')",69,4.274889741837111
937,"('here', 'are')",69,6.2988737155915295
5041,"('can', 'become')",69,2.5351849037544127
2624,"('are', 'essential')",69,4.152754035651942
7340,"('people', 'in')",69,0.9444713982394184
4132,"('provides', 'a')",69,3.0745085413643167
5001,"('ourselves', 'and')",69,2.557476276353313
1005,"('making', 'decisions')",69,6.138844308342506
2644,"('more', 'than')",69,4.140973133052217
8292,"('and', 'our')",69,-0.6775280898050049
460,"('matter', 'how')",68,7.745468984527644
3112,"('for', 'college')",68,3.784535367191964
7367,"('the', 'skills')",68,0.927785290535855
1693,"('mindful', 'of')",68,5.096217156266956
2574,"('their', 'education')",68,4.19698512476727
5760,"('face', 'to')",68,2.1255040293337437
7282,"('for', 'more')",68,1.0049899842869188
4717,"('for', 'both')",68,2.729102976381064
793,"('something', 'new')",68,6.6394461317554665
5984,"('and', 'gain')",68,1.9886746240605255
2445,"('also', 'lead')",68,4.304618141986918
4870,"('that', 'would')",68,2.6353890850731574
454,"('attending', 'classes')",68,7.771716443676631
3323,"('is', 'because')",68,3.6219956042110972
4915,"('advantages', 'of')",68,2.606052410090051
1572,"('regardless', 'of')",68,5.256681828460202
1588,"('hand', 'there')",67,5.239898705871834
964,"('school', 'days')",67,6.233034342220897
1489,"('be', 'incredibly')",67,5.34699466801375
6506,"('of', 'taking')",67,1.6345207097847947
2634,"('also', 'provide')",67,4.146315060186126
5263,"('to', 'increased')",67,2.406053797768564
7625,"(',', 'as')",67,0.6121929381733082
2957,"('but', 'they')",67,3.890554838914415
337,"('several', 'factors')",67,8.267905534308586
3525,"('is', 'true')",67,3.4695304181828277
5151,"('in', 'any')",67,2.4749861149382006
6592,"('if', 'a')",67,1.5668791007929173
3649,"('a', 'longer')",67,3.384954298260194
6249,"('of', 'benefits')",67,1.8249191819668553
567,"('i', 've')",67,7.339217487694409
3999,"('to', 'strive')",67,3.150924590020118
5844,"('support', 'and')",67,2.08332476960744
3925,"('throughout', 'the')",67,3.19389057559129
1286,"('focused', 'on')",67,5.63583075883308
7397,"('making', 'the')",67,0.9064116397432862
6411,"('for', 'people')",67,1.715748773924613
3109,"('levels', 'of')",66,3.78537610953461
3523,"('a', 'team')",66,3.471512117812896
491,"('online', 'courses')",66,7.641433534737139
8048,"('them', 'the')",66,-0.05337752650025962
306,"('stay', 'motivated')",66,8.394765300980676
2730,"('would', 'not')",66,4.068802938459925
1725,"('therefore', 'it')",66,5.057618534606117
775,"('come', 'up')",66,6.6853901857355815
2446,"('we', 'should')",66,4.3028266987031465
5469,"('the', 'community')",66,2.281606721212551
4131,"('choose', 'to')",66,3.074781734898419
807,"('at', 'home')",66,6.607877884931476
1476,"('because', 'they')",66,5.366799206298886
8250,"('and', 'not')",66,-0.5785261764173875
1697,"('a', 'wide')",65,5.0917814872700085
4879,"('of', 'factors')",65,2.631591215033737
3948,"('we', 'may')",65,3.176463732558414
8546,"('it', 'to')",65,-2.2210525022685736
1810,"('a', 'single')",65,4.961384850014333
3180,"('a', 'complex')",65,3.731379244568007
5140,"('parents', 'and')",65,2.480937635165194
